Start of repetition 3: Goroutines: %!d(string=%Cpu(s):  4.8 us,  4.8 sy,  0.0 ni, 90.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.2 sy,  0.0 ni, 99.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 8: Goroutines: %!d(string=%Cpu(s):  3.2 us,  3.2 sy,  0.0 ni, 93.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  2.0 us,  0.5 sy,  0.0 ni, 97.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.7 us,  0.5 sy,  0.0 ni, 98.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s):  0.5 us,  0.2 sy,  0.0 ni, 99.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 18.0 us,  1.2 sy,  0.0 ni, 80.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 10: Goroutines: %!d(string=%Cpu(s):  4.8 us,  1.6 sy,  0.0 ni, 93.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  1.7 us,  0.5 sy,  0.0 ni, 97.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s):  0.5 us,  0.5 sy,  0.0 ni, 99.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.2 sy,  0.0 ni, 99.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 21.1 us,  2.2 sy,  0.0 ni, 76.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 11: Goroutines: %!d(string=%Cpu(s):  4.8 us,  0.0 sy,  0.0 ni, 95.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  1.2 us,  0.5 sy,  0.0 ni, 98.0 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s):  0.5 us,  0.5 sy,  0.0 ni, 99.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 14.0 us,  1.0 sy,  0.0 ni, 85.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 57.8 us,  6.2 sy,  0.0 ni, 35.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
Start of repetition 12: Goroutines: %!d(string=%Cpu(s): 47.7 us,  7.7 sy,  0.0 ni, 43.1 id,  0.0 wa,  0.0 hi,  1.5 si,  0.0 st
%Cpu(s): 69.5 us,  5.0 sy,  0.0 ni, 25.3 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 79.1 us,  0.7 sy,  0.0 ni, 20.0 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 79.6 us,  1.0 sy,  0.0 ni, 19.2 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 79.4 us,  1.0 sy,  0.0 ni, 19.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 9: Goroutines: %!d(string=%Cpu(s): 82.3 us,  1.6 sy,  0.0 ni, 16.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.1 us,  1.0 sy,  0.0 ni, 17.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 69.7 us,  0.7 sy,  0.0 ni, 29.3 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 56.7 us,  0.5 sy,  0.0 ni, 42.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 56.7 us,  0.5 sy,  0.0 ni, 42.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
End of repetition 10: Goroutines: %!d(string=%Cpu(s): 54.0 us,  1.6 sy,  0.0 ni, 42.9 id,  0.0 wa,  0.0 hi,  1.6 si,  0.0 st
%Cpu(s): 56.3 us,  0.5 sy,  0.0 ni, 42.7 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 56.4 us,  0.7 sy,  0.0 ni, 42.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 56.0 us,  1.0 sy,  0.0 ni, 42.5 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 30.2 us,  0.5 sy,  0.0 ni, 69.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 13: Goroutines: %!d(string=%Cpu(s): 60.3 us,  1.6 sy,  0.0 ni, 38.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 49.4 us,  0.7 sy,  0.0 ni, 49.4 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 13.2 us,  0.7 sy,  0.0 ni, 86.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.7 us,  0.5 sy,  0.0 ni, 98.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.2 sy,  0.0 ni, 99.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 11: Goroutines: %!d(string=%Cpu(s): 30.6 us,  1.6 sy,  0.0 ni, 67.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 14.5 us,  0.7 sy,  0.0 ni, 84.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.7 us,  0.5 sy,  0.0 ni, 98.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.2 sy,  0.0 ni, 99.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 29.4 us,  1.2 sy,  0.0 ni, 68.9 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
End of repetition 12: Goroutines: %!d(string=%Cpu(s):  1.6 us,  3.2 sy,  0.0 ni, 95.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  1.0 us,  0.5 sy,  0.0 ni, 98.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.0 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 20.3 us,  1.5 sy,  0.0 ni, 77.7 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 28.2 us,  0.5 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 14: Goroutines: %!d(string=%Cpu(s):  4.9 us,  1.6 sy,  0.0 ni, 93.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.5 sy,  0.0 ni, 99.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.0 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 23.6 us,  1.5 sy,  0.0 ni, 74.4 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.9 us,  0.7 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 15: Goroutines: %!d(string=%Cpu(s): 29.0 us,  0.0 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 36.5 us,  1.0 sy,  0.0 ni, 62.0 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 53.1 us,  0.7 sy,  0.0 ni, 45.2 id,  0.0 wa,  0.0 hi,  1.0 si,  0.0 st
%Cpu(s): 54.2 us,  0.5 sy,  0.0 ni, 44.8 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 53.9 us,  0.7 sy,  0.0 ni, 44.9 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
Start of repetition 16: Goroutines: %!d(string=%Cpu(s): 35.5 us,  1.6 sy,  0.0 ni, 62.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 52.5 us,  0.5 sy,  0.0 ni, 46.0 id,  0.0 wa,  0.0 hi,  1.0 si,  0.0 st
%Cpu(s): 54.0 us,  1.0 sy,  0.0 ni, 44.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 53.8 us,  0.7 sy,  0.0 ni, 44.7 id,  0.0 wa,  0.0 hi,  0.7 si,  0.0 st
%Cpu(s): 70.6 us,  0.2 sy,  0.0 ni, 28.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 14: Goroutines: %!d(string=%Cpu(s): 79.7 us,  1.6 sy,  0.0 ni, 18.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 76.3 us,  1.0 sy,  0.0 ni, 22.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 56.0 us,  0.7 sy,  0.0 ni, 42.5 id,  0.0 wa,  0.0 hi,  0.7 si,  0.0 st
%Cpu(s): 56.3 us,  0.5 sy,  0.0 ni, 42.7 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 46.7 us,  0.7 sy,  0.0 ni, 52.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
End of repetition 13: Goroutines: %!d(string=%Cpu(s): 58.1 us,  1.6 sy,  0.0 ni, 40.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 55.9 us,  0.7 sy,  0.0 ni, 42.6 id,  0.0 wa,  0.0 hi,  0.7 si,  0.0 st
%Cpu(s): 56.4 us,  0.5 sy,  0.0 ni, 42.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 46.7 us,  0.7 sy,  0.0 ni, 52.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.6 us,  0.7 sy,  0.0 ni, 71.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 15: Goroutines: %!d(string=%Cpu(s): 29.0 us,  0.0 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 28.1 us,  0.7 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  4.5 us,  0.7 sy,  0.0 ni, 94.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 17: Goroutines: %!d(string=%Cpu(s): 30.2 us,  0.0 sy,  0.0 ni, 69.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 23.4 us,  0.7 sy,  0.0 ni, 75.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.7 sy,  0.0 ni, 98.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 18: Goroutines: %!d(string=%Cpu(s):  3.1 us,  1.6 sy,  0.0 ni, 93.8 id,  0.0 wa,  0.0 hi,  1.6 si,  0.0 st
%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.7 sy,  0.0 ni, 98.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 26.2 us,  0.2 sy,  0.0 ni, 73.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 16: Goroutines: %!d(string=%Cpu(s):  1.6 us,  1.6 sy,  0.0 ni, 95.2 id,  0.0 wa,  0.0 hi,  1.6 si,  0.0 st
%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.0 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.5 us,  0.7 sy,  0.0 ni, 98.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 26.2 us,  0.5 sy,  0.0 ni, 73.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 19: Goroutines: %!d(string=%Cpu(s):  0.0 us,  1.6 sy,  0.0 ni, 98.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 22.2 us,  0.2 sy,  0.0 ni, 77.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 48.9 us,  1.0 sy,  0.0 ni, 49.4 id,  0.0 wa,  0.0 hi,  0.7 si,  0.0 st
%Cpu(s): 54.1 us,  0.5 sy,  0.0 ni, 44.9 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 53.8 us,  0.7 sy,  0.0 ni, 44.9 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
Start of repetition 20: Goroutines: %!d(string=%Cpu(s): 53.2 us,  1.6 sy,  0.0 ni, 43.5 id,  0.0 wa,  0.0 hi,  1.6 si,  0.0 st
%Cpu(s): 53.0 us,  0.5 sy,  0.0 ni, 46.0 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 54.5 us,  0.5 sy,  0.0 ni, 44.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 61.1 us,  1.0 sy,  0.0 ni, 37.4 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 78.6 us,  0.7 sy,  0.0 ni, 20.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 17: Goroutines: %!d(string=%Cpu(s): 79.4 us,  1.6 sy,  0.0 ni, 19.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.1 us,  0.7 sy,  0.0 ni, 17.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.4 us,  0.7 sy,  0.0 ni, 17.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.3 us,  0.7 sy,  0.0 ni, 19.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 58.2 us,  0.5 sy,  0.0 ni, 40.8 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
End of repetition 18: Goroutines: %!d(string=%Cpu(s): 57.1 us,  1.6 sy,  0.0 ni, 41.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 56.2 us,  1.0 sy,  0.0 ni, 42.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 48.1 us,  0.7 sy,  0.0 ni, 50.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 28.5 us,  0.5 sy,  0.0 ni, 70.5 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 28.2 us,  0.2 sy,  0.0 ni, 71.2 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 21: Goroutines: %!d(string=%Cpu(s): 56.5 us,  1.6 sy,  0.0 ni, 41.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 50.6 us,  0.7 sy,  0.0 ni, 48.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 28.6 us,  0.5 sy,  0.0 ni, 70.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.1 us,  0.2 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 25.4 us,  0.7 sy,  0.0 ni, 73.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 19: Goroutines: %!d(string=%Cpu(s): 27.4 us,  1.6 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 28.7 us,  0.2 sy,  0.0 ni, 70.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.2 us,  0.5 sy,  0.0 ni, 70.8 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 25.2 us,  0.7 sy,  0.0 ni, 73.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 26.1 us,  0.5 sy,  0.0 ni, 73.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 22: Goroutines: %!d(string=%Cpu(s): 29.5 us,  0.0 sy,  0.0 ni, 70.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 24.2 us,  0.5 sy,  0.0 ni, 75.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 26.6 us,  1.0 sy,  0.0 ni, 72.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.0 us,  0.5 sy,  0.0 ni, 72.0 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.6 us,  0.5 sy,  0.0 ni, 71.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 20: Goroutines: %!d(string=%Cpu(s): 16.1 us,  1.6 sy,  0.0 ni, 82.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 26.4 us,  0.7 sy,  0.0 ni, 72.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 26.8 us,  0.7 sy,  0.0 ni, 72.0 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.7 us,  0.2 sy,  0.0 ni, 72.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 48.8 us,  0.7 sy,  0.0 ni, 50.0 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
Start of repetition 23: Goroutines: %!d(string=%Cpu(s): 26.2 us,  1.6 sy,  0.0 ni, 72.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.2 us,  0.7 sy,  0.0 ni, 71.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.7 us,  0.2 sy,  0.0 ni, 72.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 51.2 us,  1.0 sy,  0.0 ni, 47.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 54.3 us,  0.7 sy,  0.0 ni, 44.2 id,  0.0 wa,  0.0 hi,  0.7 si,  0.0 st)
Start of repetition 24: Goroutines: %!d(string=%Cpu(s): 53.8 us,  3.1 sy,  0.0 ni, 41.5 id,  0.0 wa,  0.0 hi,  1.5 si,  0.0 st
%Cpu(s): 56.4 us,  0.7 sy,  0.0 ni, 42.4 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 78.3 us,  0.7 sy,  0.0 ni, 20.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 79.2 us,  1.0 sy,  0.0 ni, 19.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 79.6 us,  0.7 sy,  0.0 ni, 19.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 21: Goroutines: %!d(string=%Cpu(s): 79.7 us,  3.1 sy,  0.0 ni, 15.6 id,  0.0 wa,  0.0 hi,  1.6 si,  0.0 st
%Cpu(s): 81.3 us,  0.5 sy,  0.0 ni, 18.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.1 us,  1.0 sy,  0.0 ni, 17.7 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.2 us,  0.8 sy,  0.0 ni, 18.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.4 us,  0.5 sy,  0.0 ni, 17.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 25: Goroutines: %!d(string=%Cpu(s): 79.0 us,  1.6 sy,  0.0 ni, 19.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.2 us,  1.0 sy,  0.0 ni, 17.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.6 us,  1.2 sy,  0.0 ni, 17.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.5 us,  0.5 sy,  0.0 ni, 18.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.6 us,  0.7 sy,  0.0 ni, 18.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
End of repetition 22: Goroutines: %!d(string=%Cpu(s): 77.8 us,  3.2 sy,  0.0 ni, 19.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 69.2 us,  0.7 sy,  0.0 ni, 29.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 46.8 us,  1.0 sy,  0.0 ni, 51.7 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 26.8 us,  0.5 sy,  0.0 ni, 72.4 id,  0.0 wa,  0.0 hi,  0.3 si,  0.0 st
%Cpu(s): 27.4 us,  0.5 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 23: Goroutines: %!d(string=%Cpu(s): 55.6 us,  1.6 sy,  0.0 ni, 42.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 53.6 us,  0.7 sy,  0.0 ni, 45.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.2 us,  0.7 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.2 us,  0.7 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.6 us,  0.7 sy,  0.0 ni, 71.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 24: Goroutines: %!d(string=%Cpu(s): 27.9 us,  1.6 sy,  0.0 ni, 70.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.0 us,  0.2 sy,  0.0 ni, 72.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.2 us,  0.7 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.1 us,  1.0 sy,  0.0 ni, 70.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.3 us,  0.5 sy,  0.0 ni, 72.0 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 26: Goroutines: %!d(string=%Cpu(s): 27.4 us,  1.6 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.9 us,  0.7 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.9 us,  0.5 sy,  0.0 ni, 71.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.8 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.8 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 27: Goroutines: %!d(string=%Cpu(s): 29.0 us,  1.6 sy,  0.0 ni, 69.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.5 us,  0.5 sy,  0.0 ni, 71.7 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.0 us,  0.5 sy,  0.0 ni, 71.2 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.0 us,  0.5 sy,  0.0 ni, 71.3 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 46.4 us,  0.5 sy,  0.0 ni, 52.6 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st)
Start of repetition 28: Goroutines: %!d(string=%Cpu(s): 29.0 us,  0.0 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.8 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.9 us,  0.7 sy,  0.0 ni, 71.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 54.7 us,  0.5 sy,  0.0 ni, 44.3 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 78.9 us,  0.5 sy,  0.0 ni, 20.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 25: Goroutines: %!d(string=%Cpu(s): 81.0 us,  1.6 sy,  0.0 ni, 17.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.1 us,  0.5 sy,  0.0 ni, 18.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.0 us,  0.5 sy,  0.0 ni, 18.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.4 us,  1.2 sy,  0.0 ni, 18.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.1 us,  0.5 sy,  0.0 ni, 18.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
Start of repetition 29: Goroutines: %!d(string=%Cpu(s): 81.0 us,  1.6 sy,  0.0 ni, 17.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 81.2 us,  0.8 sy,  0.0 ni, 18.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.8 us,  0.7 sy,  0.0 ni, 18.2 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 81.4 us,  0.5 sy,  0.0 ni, 18.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 80.6 us,  0.7 sy,  0.0 ni, 18.4 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
